CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
22802;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;EMP. ADM. PARTICIPAÇÕES - SECURITIZAÇÃO DE RECEBÍVEIS;13349677000181;2012-05-10;2011-01-19;;;ATIVO
10022;REMA SA;REMA;TEXTIL E VESTUÁRIO;47349535000136;1983-02-22;;1988-09-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10030;RENNER HERRMANN SA;RENNER HERRMANN SA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;92690700000173;1968-08-19;;2002-08-12;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
17752;RENNER PARTICIPAÇÕES SA;RENNER PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;2659727000100;1998-09-15;1998-06-01;2009-07-20;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
23744;RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.;;SECURITIZAÇÃO DE RECEBÍVEIS;19133012000112;2015-10-22;2013-09-25;;;ATIVO
21636;RENOVA ENERGIA S/A;RENOVA ENERGIA S/A;ENERGIA ELÉTRICA;8534605000174;2008-08-20;2006-12-06;;;ATIVO
21539;REP REAL ESTATE PARTNERS DESENV IMOB SA;REP;EMP. ADM. PARTICIPAÇÕES - ARRENDAMENTO MERCANTIL;8572741000159;2008-07-11;2006-11-01;2012-08-13;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
21440;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA;LE LIS BLANC DEUX;EMP. ADM. PARTICIPAÇÕES - COMÉRCIO (ATACADO E VAREJO);49669856000143;2008-04-18;1982-01-01;;;ATIVO
17337;RET PARTICIPAÇÕES S/A;RET PARTICIPAÇÕES SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2363917000186;1998-05-28;1998-01-19;;;ATIVO
16250;REXAM BEVERAGE CAN SOUTH AMERICA S.A.;REXAM BEVERAGE CAN SOUTH AMERICA;METALURGIA E SIDERURGIA;29506474000191;1997-05-14;1989-09-01;2004-05-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22098;RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA;CERVEJASONLINE PARTICIPAÇÕES S/A;BEBIDAS E FUMO;11818783000131;2010-07-21;2010-01-21;2011-08-18;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
4421;RHODIA AGRO SA;RHODIA;TEXTIL E VESTUÁRIO;89163430000138;1982-07-12;;1990-01-09;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10065;RHODIA SA;RHODIA;TEXTIL E VESTUÁRIO;57507626000106;1982-07-12;;1993-10-15;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6106;RHODIA-STER FIPACK SA;FISIBA;TEXTIL E VESTUÁRIO;15179682000119;1970-12-11;;1998-09-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
12009;RIB SA;RIB;EXTRAÇÃO MINERAL;15232127000103;1984-06-22;;1997-04-25;ELISÃO POR INCORPORAÇÃO;CANCELADA
14583;RIBEIRAO PRETO WATER PARK SA;RIBEIRAO PRETO;EMP. ADM. PARTICIPAÇÕES;72991714000110;1994-10-11;1993-10-27;2004-06-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10073;RICASA ROLANDIA IC E AGRI SA;RICASA;AGRICULTURA (AÇUCAR, ALCOOL E CANA);80902018000118;1963-08-17;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
14036;RIMA IMPRESSORA SA;RIMA IMPRESSORA SA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;51033975000157;1992-09-21;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12840;RIMET EMPREEND. INDS. E COMERCIAIS S/A;RHEEM EMPRS;METALURGIA E SIDERURGIA;29388352000148;1986-06-12;1985-05-15;2012-10-31;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10081;RIO GRANDE CIA CEL DO SUL;RIOCELL;PAPEL E CELULOSE;90348632000133;1982-10-04;;1986-04-10;ELISÃO POR INCORPORAÇÃO;CANCELADA
16535;RIO GRANDE ENERGIA SA;RGE - RIO GRANDE ENERGIA;ENERGIA ELÉTRICA;2016439000138;1997-10-13;1997-07-28;;;ATIVO
22969;RIO MONSARÁS PARTICIPAÇÕES S/A;RIO MONSARÁS PARTICIPAÇÕES S/A;ENERGIA ELÉTRICA;14969641000163;2012-09-06;2011-07-18;2014-07-23;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10090;RIO OTHON PALACE HOTEL SA;RIO OTHON;HOSPEDAGEM E TURISMO;42149559000128;1973-11-30;;1994-02-18;ELISÃO POR INCORPORAÇÃO;CANCELADA
18872;RIOEST ESTACIONAMENTOS SA;RIOEST;EMP. ADM. PARTICIPAÇÕES - CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO;3392498000173;2001-02-05;1999-08-24;2012-04-26;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10103;RIPASA SA CELULOSE E PAPEL;RIPASA;PAPEL E CELULOSE;51468791000110;1982-11-24;;2006-08-28;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10111;RIZZO SA IND ALIM;RIZZO;ALIMENTOS;92750793000184;1971-06-22;;1985-10-30;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
22330;RJ CAPITAL PARTNERS S.A.;RJCP EQUITY S/A;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;8281683000104;2011-01-13;2006-08-09;;;SUSPENSO(A) - DECISÃO ADM
20451;RODOBENS NEGOCIOS IMOBILIARIOS SA;RODOBENS NEGOCIOS IMOBILIARIOS SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;67010660000124;2007-01-18;1949-01-01;;;ATIVO
19151;RODONORTE - CONC. ROD. INTEGRADAS S.A.;RODONORTE;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2221531000130;2001-11-12;1997-11-03;;;ATIVO
10120;RODOVIARIA SA IND IMPLS TRANSP;RODOVIARIA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;88612049000146;1977-07-20;;1993-04-19;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
23167;RODOVIAS DAS COLINAS S.A.;;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;3025305000146;2013-04-25;1999-03-02;;;ATIVO
10138;ROMANO MASSIGNAM SA IND COM;ROMANO MASSIGNAN;;84584416000194;1975-09-11;;1984-10-25;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
22195;ROPASC PARTICIPAÇÕES S/A;ROPASC PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;11995745000154;2010-10-22;2010-05-06;2013-12-31;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10146;ROSAFER SA;ROSAFER;EMP. ADM. PARTICIPAÇÕES;56991490000190;1982-11-25;;1989-08-31;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
16306;ROSSI RESIDENCIAL SA;ROSSI RESIDENCIAL;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61065751000180;1997-07-01;1980-01-01;;;ATIVO
15989;ROSSI SECURITIES SA;ROSSI SECURITIES;SEGURADORAS E CORRETORAS;1535646000136;1996-12-23;;2000-06-15;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
23787;RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.;RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - ENERGIA ELÉTRICA;22131736000131;2015-12-08;2015-01-26;2016-06-22;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
18856;RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A;RRSPE;EMP. ADM. PARTICIPAÇÕES;3765375000130;2001-01-16;2000-04-06;2004-12-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10170;RUBERTEX COM E INDUSTRIA SA;RUBERTEX;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;4925301000187;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
23450;RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.;RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;71550388000142;2014-08-07;1993-12-13;;;ATIVO
15296;RURAL LEASING SA ARREND MERC;RURAL LEASING S.A.ARRENDAMENTO MERCANTIL;ARRENDAMENTO MERCANTIL;60582608000101;1995-12-27;1980-08-05;2006-05-23;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
11681;S.A. (VIAÇÃO AÉREA RIO-GRANDENSE) - FALIDA;VAGV;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;92772821000164;1977-07-20;1927-05-07;2011-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
15350;S.A.V.SA;S.A.V.;EMP. ADM. PARTICIPAÇÕES;982476000175;1996-01-26;;2000-06-15;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
17809;S.F.S.P.V. EMPRS E PARTS SA;S.F.S.P.V.;EMP. ADM. PARTICIPAÇÕES;2220855000153;1998-10-02;1997-10-17;1999-07-21;ELISÃO POR TRANSFORMAÇÃO;CANCELADA
17817;S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A;S.P.E.L. EMPREENDIMENTOS E PARTICIP. S.A;EMP. ADM. PARTICIPAÇÕES - CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO;2250726000108;1998-10-02;1997-10-17;2005-12-31;ELISÃO POR INCORPORAÇÃO;CANCELADA
10189;SA BRASILEIRA IND OTICA SABIO;SABIO;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;10782548000194;1977-07-20;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10197;SA CONFECCOES BRAS SABRA;SABRA;TEXTIL E VESTUÁRIO;10074623000162;1976-10-21;1974-08-20;1999-04-20;ELISÃO POR TRANSFORMAÇÃO;CANCELADA
10200;SA CORTUME CARIOCA;CORTUME CARIOCA;TEXTIL E VESTUÁRIO;33132275000138;1981-05-28;;1987-11-25;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10219;SA ENGEFUSA;ENGEFUSA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33040437000108;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10227;SA FABRICA PRODS ALIMCS VIGOR;VIGOR;ALIMENTOS;61116331000186;1984-02-21;1926-12-30;2009-02-20;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12726;SA MARVIN;MARVIN;METALURGIA E SIDERURGIA;30751887000110;1986-03-26;;1993-06-17;ELISÃO POR INCORPORAÇÃO;CANCELADA
10260;SA MINERACAO DA TRINDADE;SAMITRI;EXTRAÇÃO MINERAL;17179391000156;1969-09-16;;2000-10-16;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
13196;SA MINERACAO DE AMIANTO;SAMA;EXTRAÇÃO MINERAL;15104599000180;1987-07-03;;1989-08-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10294;SA WHITE MARTINS;WHITE MARTINS;EMP. ADM. PARTICIPAÇÕES;33000571000185;1969-05-15;;2000-05-26;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
22756;SAAG INVESTIMENTOS S.A.;SAAG INVESTIMENTOS S.A.;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;11616840000108;2012-03-01;2010-02-25;2014-10-21;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10308;SADIA AVICOLA SA;SADIA AVICOLA;ALIMENTOS;83313205000154;1975-03-12;;1987-05-21;ELISÃO POR INCORPORAÇÃO;CANCELADA
10316;SADIA CONCORDIA SA IND E COM;SADIA CONCORDIA;ALIMENTOS;83568147000100;1977-07-20;;1998-08-27;ELISÃO POR INCORPORAÇÃO;CANCELADA
18848;SADIA SA;SADIA;ALIMENTOS;20730099000194;2000-12-27;2000-08-31;2009-11-04;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10332;SADIA SA;SADIA SA;ALIMENTOS;3906591000159;1981-12-17;;2000-12-29;ELISÃO POR INCORPORAÇÃO;CANCELADA
7048;SADOKIN SA ELETRICA ELETRONICA;SADOKIN;METALURGIA E SIDERURGIA;49039936000115;1957-11-30;;1998-12-18;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
20400;SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;SAFRA CIA SECURITIZADORA;SECURITIZAÇÃO DE RECEBÍVEIS;8140464000105;2006-12-20;2006-06-01;2011-10-27;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10847;SAFRA HOLDING SA;SAFRA HOLDING;EMP. ADM. PARTICIPAÇÕES;43338730000100;1982-07-16;;1990-12-27;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
10340;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;ARRENDAMENTO MERCANTIL;ARRENDAMENTO MERCANTIL;62063177000194;1981-06-24;;1990-02-13;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
14184;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;ARRENDAMENTO MERCANTIL;ARRENDAMENTO MERCANTIL;62063177000194;1993-09-21;1968-04-03;2003-08-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
19844;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;ARRENDAMENTO MERCANTIL;ARRENDAMENTO MERCANTIL;62063177000194;2005-10-27;1993-09-21;;;ATIVO
10359;SAFRA SA ADM E PARTICIPACOES;SAFRA PART;EMP. ADM. PARTICIPAÇÕES;43422013000161;1981-04-29;;1988-04-28;ELISÃO POR TRANSFORMAÇÃO;CANCELADA
20826;SAHY PARTICIPAÇÕES SA;SAHY PARTICIPAÇÕES SA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;8638282000169;2007-07-02;2006-12-11;2007-11-16;ELISÃO POR INCORPORAÇÃO;CANCELADA
3689;SAINT-GOBAIN CANALIZAÇÃO S/A;METALURGICA BARBARA;METALURGIA E SIDERURGIA;28672087000162;1937-08-25;;2001-06-01;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
4189;SAINT-GOBAIN VIDROS SA;VIDRARIA STA MARINA;EXTRAÇÃO MINERAL;60853942000144;1978-03-01;;2001-05-31;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
10367;SALGEMA INDS QUIMICAS SA;SALGEMA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;12296919000153;1983-08-01;;1996-12-23;ELISÃO POR INCORPORAÇÃO;CANCELADA
23540;SALUS INFRAESTRUTURA PORTUÁRIA S.A.;;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;15494541000190;2015-01-05;2012-03-27;;;ATIVO
10383;SAMCIL SA SERV ASSIS MED AO CI;SAMCIL;SERVICOS DIVERSOS;60531548000190;1977-07-20;;1994-12-07;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
19186;SANEAMENTO DE GOIAS SA;SANEAGO;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;1616929000102;2001-12-11;1967-09-13;;;ATIVO
19593;SANESALTO SANEAMENTO SA;SANESALTO;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;2724983000134;2004-09-21;1996-11-03;;;ATIVO
10391;SANO SA INDUSTRIA E COMERCIO;SANO;EXTRAÇÃO MINERAL;33033960000107;1968-05-17;;2007-08-07;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10405;SANSUY SA IND DE PLASTICOS;SANSUY;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61070678000135;1980-07-04;;1994-03-29;ELISÃO POR INCORPORAÇÃO;CANCELADA
12696;SANSUY SA INDÚSTRIA  DE PLASTICOS;SANSUY S.A. INDÚSTRIA DE PLÁSTICOS;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;14807945000124;1986-05-06;1979-09-10;;;ATIVO
15199;SANTA CATARINA PART INVEST SA;INVESC;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;897864000158;1995-12-13;1995-10-30;;;ATIVO
10421;SANTACONSTANCIA TECELAGEM SA;SANTACONSTANCIA;TEXTIL E VESTUÁRIO;61105474000192;1977-12-21;;1996-06-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
16039;SANTANA TEXTIL SA;SANTANA TEXTIL SA;TEXTIL E VESTUÁRIO;72418478000147;1997-01-07;;1998-01-09;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
14940;SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.;SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.;ARRENDAMENTO MERCANTIL;589171000106;1995-07-06;1994-10-24;2009-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
1830;SANTANDER LEASING S.A. ARREND MERC;SANTANDER LEASING S.A. ARREND MERC;ARRENDAMENTO MERCANTIL;42291245000165;1981-11-10;;2002-12-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12165;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;SANTANDER LEASING S.A.;ARRENDAMENTO MERCANTIL;47193149000106;1984-12-27;;2001-01-05;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
20559;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;SANTANDER LEASING S.A.;ARRENDAMENTO MERCANTIL;47193149000106;2007-03-19;1975-10-01;;;ATIVO
5819;SANTHER FAB.DE PAPEL SANTA THEREZINHA SA;SANTHER;PAPEL E CELULOSE;61101895000145;1980-06-04;;1988-01-29;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
14923;SANTHER FAB.DE PAPEL SANTA THEREZINHA SA;SANTHER;PAPEL E CELULOSE;61101895000145;1995-06-29;1967-03-07;;;ATIVO
8877;SANTISTA ALIMENTOS SA;SANTISTA ALIMENTOS;ALIMENTOS;33009960000171;1977-07-20;;2000-12-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
14516;SANTISTA TEXTIL SA;SANTISTA TÊXTIL S.A.;TEXTIL E VESTUÁRIO;15082688000173;1994-07-28;1986-10-01;2007-11-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
23388;SANTO ANTONIO ENERGIA S.A.;;ENERGIA ELÉTRICA;9391823000160;2014-04-28;2008-01-17;;;ATIVO
17892;SANTOS BRASIL PARTICIPAÇÕES S.A.;SANTOS BRASIL PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;2762121000104;1998-11-09;1998-08-25;;;ATIVO
20699;SANTOS BRASIL TECON S.A.;SANTOS BRASIL TECON S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;8519271000160;2007-05-16;2006-11-27;2009-11-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12513;SAO BRAZ SA IND COM ALIMENTOS;SAO BRAZ;ALIMENTOS;8811226000184;1985-11-01;;1994-09-30;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
13781;SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A;SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;29780061000109;1991-03-25;1985-10-10;;;ATIVO
10448;SAO LUIZ PARTICIPACOES SA;SAO LUIZ PART SA;EMP. ADM. PARTICIPAÇÕES;44220580000106;1981-12-17;;1988-10-17;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
20516;SÃO MARTINHO SA;SÃO MARTINHO SA;AGRICULTURA (AÇUCAR, ALCOOL E CANA);51466860000156;2007-02-07;1937-07-14;;;ATIVO
9415;SÃO PAULO TURISMO S. A.;SÃO PAULO TURISMO S. A.;EMP. ADM. PARTICIPAÇÕES - HOSPEDAGEM E TURISMO;62002886000160;1977-10-20;1968-02-05;;;ATIVO
19160;SÃO PAULO WELLNESS S/A;SÃO PAULO WELLNESS S/A;EMP. ADM. PARTICIPAÇÕES;4106907000190;2001-11-14;2000-10-03;2004-04-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10464;SARABOR SA REGENS ARTEFS BORR;SARABOR;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;10922052000179;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10472;SARAIVA SA LIVREIROS EDITORES;EDITORA SARAIVA;GRÁFICAS E EDITORAS;60500139000126;1977-07-20;1947-12-08;;;ATIVO
11029;SATMA SUL AMERICA PARTS SA;SATMA SUL AMERICA;SEGURADORAS E CORRETORAS;33429226000161;1977-07-20;;1999-04-06;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
15261;SAUIPE SA;SAUIPE S.A.;HOSPEDAGEM E TURISMO;866577000180;1995-12-20;1995-08-29;;;ATIVO
10499;SAVENA SA VEICS NAC COM REPR;SAVENA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60591609000104;1971-07-26;;1984-12-28;ELISÃO POR INCORPORAÇÃO;CANCELADA
23400;SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.;SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;19288959000100;2014-05-27;2013-11-21;2015-05-26;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23337;SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;17568683000180;2014-01-16;2013-01-09;;;ATIVO
16063;SCGR EMPRS PARTICIPACOES SA;SCGR EMPRS PARTS SA;EMP. ADM. PARTICIPAÇÕES;285599000157;1997-01-22;;1999-05-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
14664;SCHULZ SA;SCHULZ;METALURGIA E SIDERURGIA;84693183000168;1994-12-19;1963-06-12;;;ATIVO
10510;SCOPUS TECNOLOGIA SA;SCOPUS;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;47379565000195;1983-12-01;;1992-08-12;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
13790;SDV ADM-DE SHOPPING CENTERS SA;SDV;COMÉRCIO (ATACADO E VAREJO);93167658000173;1991-04-15;1989-11-24;;;SUSPENSO(A) - DECISÃO ADM
16128;SE SA COMERCIO E IMPORTACAO;SE SA;EMP. ADM. PARTICIPAÇÕES;1545828000198;1997-02-21;;1998-06-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
22730;SEABRAS SERVIÇOS DE PETROLEO S/A;SEABRAS SERVIÇOS DE PETROLEO S/A;PETRÓLEO E GÁS;14042551000122;2012-02-13;2011-07-01;2014-05-23;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
18198;SEARA ALIMENTOS SA;SEARA ALIMENTOS;ALIMENTOS;2914460000150;1999-03-11;1998-12-22;2005-04-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10529;SEARA INDUSTRIAL SA;SEARA INDL;AGRICULTURA (AÇUCAR, ALCOOL E CANA);84374818000164;1977-07-20;;1989-06-15;ELISÃO POR INCORPORAÇÃO;CANCELADA
10537;SEARLE BRASIL SA;SEARLE;FARMACÊUTICOS E HIGIENE;60874633000150;1981-06-19;;1986-04-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
23752;SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS;SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS;SECURITIZAÇÃO DE RECEBÍVEIS;20445827000116;2015-11-11;2014-01-31;;;ATIVO
10545;SECURIT SA;SECURIT;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61592895000195;1977-07-20;;1996-10-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
12874;SEHBE CIA DE PARTICIPACOES;SEHBE;EMP. ADM. PARTICIPAÇÕES;88615315000194;1986-07-09;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10553;SEHBE SA HOTEIS E TURISMO;ALFRED HOTEIS;HOSPEDAGEM E TURISMO;88658752000195;1973-04-16;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10561;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;EMP. ADM. PARTICIPAÇÕES - METALURGIA E SIDERURGIA;87043832000173;1981-12-11;1971-12-29;;;ATIVO
17558;SELECTPART PARTICIPACOES SA;SELECTPART PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;2604860000160;1998-07-20;1998-06-24;;;ATIVO
10570;SEMENTES AGROCERES SA;AGROCERES;AGRICULTURA (AÇUCAR, ALCOOL E CANA);56783681000166;1977-07-20;;1998-06-04;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
7242;SEMER SA;SEMER;METALURGIA E SIDERURGIA;61364725000153;1982-03-08;;1985-05-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10588;SEMP TOSHIBA SA;SEMP TOSHIBA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61151445000167;1971-08-12;1944-03-17;2008-11-13;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
19291;SENDAS S/A;SENDAS;COMÉRCIO (ATACADO E VAREJO);31911548000117;2002-06-05;1960-01-01;2005-07-15;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
